"","Level","Date","State.FIPS","State.Postal.Code","County.FIPS","County.Name","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips..1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips...500","Row.ID","Week","Month"
"5144587","County","2023/05/10",12,"FL",12057,"Hillsborough County",298286,1173682,5684679,1601662,1353224,691309,890030,858552,200996,46370,26971,6182,9383,"12-12057-20230510",19,5
"5147618","County","2023/05/11",12,"FL",12057,"Hillsborough County",285202,1186766,5498292,1534362,1277393,654787,852194,866006,217989,51560,29281,6589,8131,"12-12057-20230511",19,5
"5152203","County","2023/05/12",12,"FL",12057,"Hillsborough County",277066,1194902,5898590,1627929,1386254,717686,933450,902301,223931,57515,33896,7289,8339,"12-12057-20230512",19,5
"5154013","County","2023/05/13",12,"FL",12057,"Hillsborough County",306987,1164981,5788765,1620620,1372348,691116,889575,853661,239406,67103,36819,8412,9705,"12-12057-20230513",19,5
"5159370","County","2023/06/11",12,"FL",12057,"Hillsborough County",323358,1148610,5081072,1412850,1243839,620565,786101,707264,197011,61719,34850,7494,9379,"12-12057-20230611",24,6
"5161795","County","2023/06/12",12,"FL",12057,"Hillsborough County",294800,1177168,5918836,1676404,1394338,716347,921897,897870,217427,51331,28158,6344,8720,"12-12057-20230612",24,6
"5164926","County","2023/06/13",12,"FL",12057,"Hillsborough County",300345,1171623,5594201,1565040,1324539,680695,871088,866472,202524,45968,23860,5732,8283,"12-12057-20230613",24,6
"5168082","County","2023/06/14",12,"FL",12057,"Hillsborough County",292916,1179052,5614041,1566684,1324342,679674,874484,880940,204015,46177,23572,6131,8022,"12-12057-20230614",24,6
"5171287","County","2023/06/15",12,"FL",12057,"Hillsborough County",291050,1180918,5700912,1549978,1324309,697806,910060,913157,215494,50244,26003,5955,7906,"12-12057-20230615",24,6
"5174370","County","2023/06/16",12,"FL",12057,"Hillsborough County",275759,1196209,5793155,1562711,1361867,717727,922261,917587,210475,54558,30959,7189,7821,"12-12057-20230616",24,6
"5177442","County","2023/06/17",12,"FL",12057,"Hillsborough County",307254,1164714,5538414,1531250,1306475,664364,866590,826828,220338,65592,38903,8249,9825,"12-12057-20230617",24,6
"5180629","County","2023/06/18",12,"FL",12057,"Hillsborough County",317169,1154799,5408017,1553449,1325456,647609,822439,748909,196710,61332,34531,7599,9983,"12-12057-20230618",25,6
"5183764","County","2023/06/19",12,"FL",12057,"Hillsborough County",310540,1161428,5475531,1544024,1313420,664533,849387,821417,191335,49359,27457,6244,8355,"12-12057-20230619",25,6
"5186892","County","2023/06/20",12,"FL",12057,"Hillsborough County",292658,1179310,5567895,1548822,1322867,675653,866246,875076,196499,44502,24982,5822,7426,"12-12057-20230620",25,6
"5190036","County","2023/06/21",12,"FL",12057,"Hillsborough County",290935,1181033,5939750,1670165,1384983,711732,923985,938103,217472,49728,28317,7210,8055,"12-12057-20230621",25,6
"5193203","County","2023/06/22",12,"FL",12057,"Hillsborough County",280572,1191396,5596450,1540778,1307283,676289,884161,889803,211023,48626,25601,5991,6895,"12-12057-20230622",25,6
"5196355","County","2023/06/23",12,"FL",12057,"Hillsborough County",301255,1170713,5108551,1376915,1185027,619436,809664,816028,201331,53063,31707,7175,8205,"12-12057-20230623",25,6
"5199480","County","2023/06/24",12,"FL",12057,"Hillsborough County",310873,1161095,5402486,1456122,1275986,648750,846753,819149,227330,69988,40236,8710,9462,"12-12057-20230624",25,6
"5202588","County","2023/06/04",12,"FL",12057,"Hillsborough County",314621,1157347,5689643,1622647,1386445,689454,872774,775859,212779,68670,40155,10363,10497,"12-12057-20230604",23,6
"5206042","County","2023/06/05",12,"FL",12057,"Hillsborough County",301592,1170376,5654140,1626747,1347674,681930,874341,821828,201629,53197,29767,7755,9272,"12-12057-20230605",23,6
"5208886","County","2023/06/06",12,"FL",12057,"Hillsborough County",313031,1158937,5491259,1558799,1305447,670354,854166,816661,196052,46831,26528,6862,9559,"12-12057-20230606",23,6
"5212074","County","2023/06/07",12,"FL",12057,"Hillsborough County",308107,1163861,5366953,1435703,1270716,666977,854009,839898,208615,49594,26728,6222,8491,"12-12057-20230607",23,6
"5215157","County","2023/06/08",12,"FL",12057,"Hillsborough County",293505,1178463,5342107,1441670,1243355,645581,853878,849022,213542,52595,27765,6601,8098,"12-12057-20230608",23,6
"5218349","County","2023/06/09",12,"FL",12057,"Hillsborough County",289413,1182555,5477775,1501313,1292599,669705,862901,841402,207287,55099,31839,7023,8607,"12-12057-20230609",23,6
"5221445","County","2023/06/10",12,"FL",12057,"Hillsborough County",315471,1156497,5365708,1466155,1273995,642635,839074,796800,224314,66012,38621,8482,9620,"12-12057-20230610",23,6
"5225494","County","2023/07/02",12,"FL",12057,"Hillsborough County",325551,1146417,5705975,1633135,1371025,686973,880915,802450,206451,64347,40471,9778,10430,"12-12057-20230702",27,7
"5230292","County","2023/07/03",12,"FL",12057,"Hillsborough County",329642,1142326,5225173,1477938,1228296,612455,814783,797815,192202,51777,31317,7462,11128,"12-12057-20230703",27,7
"5233443","County","2023/07/04",12,"FL",12057,"Hillsborough County",321061,1150907,5931095,1680650,1377997,695341,923823,932372,223272,51709,30336,6570,9025,"12-12057-20230704",27,7
"5234959","County","2023/07/05",12,"FL",12057,"Hillsborough County",307835,1164133,5939826,1688930,1388564,692937,919900,922176,226450,53761,30000,7095,10013,"12-12057-20230705",27,7
"5238130","County","2023/07/06",12,"FL",12057,"Hillsborough County",308234,1163734,5822060,1609007,1342922,699942,914209,931403,223139,53381,30349,7684,10024,"12-12057-20230706",27,7
"5241262","County","2023/07/07",12,"FL",12057,"Hillsborough County",299594,1172374,5678215,1528818,1303604,686708,902236,908003,231011,62772,36346,9155,9562,"12-12057-20230707",27,7
"5245961","County","2023/07/08",12,"FL",12057,"Hillsborough County",312038,1159930,5999469,1634882,1399872,735433,930300,906621,255894,76098,41147,9601,9621,"12-12057-20230708",27,7
"5249194","County","2023/07/09",12,"FL",12057,"Hillsborough County",329872,1142096,5504395,1537316,1345422,672345,856195,764421,210558,64337,36157,7737,9907,"12-12057-20230709",28,7
"5252191","County","2023/07/10",12,"FL",12057,"Hillsborough County",318516,1153452,5690640,1610400,1339637,687340,880710,850343,219061,55521,31066,6730,9832,"12-12057-20230710",28,7
"5253815","County","2023/07/11",12,"FL",12057,"Hillsborough County",315349,1156619,5809480,1587553,1343737,694088,934589,937694,218964,50241,28180,6032,8402,"12-12057-20230711",28,7
"5256990","County","2023/07/12",12,"FL",12057,"Hillsborough County",309523,1162445,5589456,1505729,1313519,685823,887211,892873,212239,49269,27101,6513,9179,"12-12057-20230712",28,7
"5260128","County","2023/07/13",12,"FL",12057,"Hillsborough County",302613,1169355,6245915,1652391,1441483,777616,1010432,1029791,234681,55137,30733,6775,6876,"12-12057-20230713",28,7
"5263277","County","2023/07/14",12,"FL",12057,"Hillsborough County",281240,1190728,5668201,1574927,1337659,685726,881749,869004,208447,56554,36250,8325,9560,"12-12057-20230714",28,7
"5266454","County","2023/07/15",12,"FL",12057,"Hillsborough County",320624,1151344,5783021,1560036,1368725,701853,908394,872638,235723,72030,43661,9998,9963,"12-12057-20230715",28,7
"5271112","County","2023/07/16",12,"FL",12057,"Hillsborough County",328872,1143096,5412316,1533909,1320754,662094,837935,739817,199822,63233,37665,8118,8969,"12-12057-20230716",29,7
"5272680","County","2023/07/17",12,"FL",12057,"Hillsborough County",304965,1167003,5854787,1671751,1385008,703060,909006,861145,218686,57626,32526,6947,9032,"12-12057-20230717",29,7
"5275820","County","2023/07/18",12,"FL",12057,"Hillsborough County",313888,1158080,5712845,1585688,1350553,689645,888722,896565,206554,50631,29571,6261,8655,"12-12057-20230718",29,7
"5280621","County","2023/07/19",12,"FL",12057,"Hillsborough County",338208,1133760,5556585,1490475,1302277,678789,890180,897493,206812,46099,29608,6687,8165,"12-12057-20230719",29,7
"5283721","County","2023/07/20",12,"FL",12057,"Hillsborough County",307519,1164449,5621545,1519171,1334829,689003,884181,881579,208650,53610,32913,8570,9039,"12-12057-20230720",29,7
"5285241","County","2023/07/21",12,"FL",12057,"Hillsborough County",307414,1164554,5979290,1592504,1417540,737152,955240,929549,231127,59962,38008,9096,9112,"12-12057-20230721",29,7
"5288383","County","2023/07/22",12,"FL",12057,"Hillsborough County",337444,1134524,5874282,1583186,1404772,720068,928794,879616,228554,68734,41201,9741,9616,"12-12057-20230722",29,7
"5292401","County","2023/07/23",12,"FL",12057,"Hillsborough County",333736,1138232,5734879,1613544,1411050,709632,890426,786407,202018,63281,39012,9241,10268,"12-12057-20230723",30,7
"5294835","County","2023/07/24",12,"FL",12057,"Hillsborough County",330706,1141262,6004371,1701962,1440590,728701,930295,884951,211105,55087,33062,7821,10797,"12-12057-20230724",30,7
"5297961","County","2023/07/25",12,"FL",12057,"Hillsborough County",324826,1147142,5733205,1591255,1349926,707730,908843,887947,199441,45113,27626,6795,8529,"12-12057-20230725",30,7
"5301130","County","2023/07/26",12,"FL",12057,"Hillsborough County",312653,1159315,5551421,1483867,1318004,685752,903763,876703,200522,44538,24907,6300,7065,"12-12057-20230726",30,7
"5304263","County","2023/07/27",12,"FL",12057,"Hillsborough County",298632,1173336,5940050,1615730,1397490,720215,963146,922675,220621,53493,31284,7344,8052,"12-12057-20230727",30,7
"5307399","County","2023/07/28",12,"FL",12057,"Hillsborough County",305918,1166050,5947887,1630180,1384856,723687,949253,918299,227242,59020,35687,9874,9789,"12-12057-20230728",30,7
"5310572","County","2023/07/29",12,"FL",12057,"Hillsborough County",309652,1162316,6178854,1638758,1443451,760456,991849,959554,252245,75544,39788,8875,8334,"12-12057-20230729",30,7
"5313503","County","2023/07/30",12,"FL",12057,"Hillsborough County",340857,1131111,5206455,1353865,1254631,643466,850664,769929,210109,68945,37183,8723,8940,"12-12057-20230730",31,7
"5317169","County","2023/07/31",12,"FL",12057,"Hillsborough County",324044,1147924,5510733,1507390,1353807,688887,863348,824091,182284,48523,27379,6273,8751,"12-12057-20230731",31,7
"5319958","County","2023/08/01",12,"FL",12057,"Hillsborough County",329860,1142108,5666301,1577068,1397250,708655,893440,831071,182652,40560,22351,5914,7340,"12-12057-20230801",31,8
"5323097","County","2023/08/02",12,"FL",12057,"Hillsborough County",315115,1156853,5804740,1581667,1397220,715796,929127,897861,198047,44820,25955,6642,7605,"12-12057-20230802",31,8
"5326254","County","2023/08/03",12,"FL",12057,"Hillsborough County",299299,1172669,6005854,1628745,1434169,736429,955074,944954,210763,49121,30443,7775,8381,"12-12057-20230803",31,8
"5329423","County","2023/08/04",12,"FL",12057,"Hillsborough County",304241,1167727,5810159,1577916,1389036,725374,899301,883994,217602,58713,38585,9311,10327,"12-12057-20230804",31,8
"5332518","County","2023/08/05",12,"FL",12057,"Hillsborough County",335555,1136413,5790537,1542564,1367178,711700,910591,866319,244835,82695,44936,10093,9626,"12-12057-20230805",31,8
"5335402","County","2023/08/06",12,"FL",12057,"Hillsborough County",354316,1117652,5656664,1534582,1334932,677709,885000,808892,259946,87255,47549,10508,10291,"12-12057-20230806",32,8
"5338846","County","2023/08/07",12,"FL",12057,"Hillsborough County",340849,1131119,6160965,1693302,1478426,751004,935424,884661,281873,76758,37843,8866,12808,"12-12057-20230807",32,8
"5341940","County","2023/08/08",12,"FL",12057,"Hillsborough County",342907,1129061,5576995,1509876,1339857,679445,876707,863437,213547,50941,25470,7100,10615,"12-12057-20230808",32,8
"5345101","County","2023/08/09",12,"FL",12057,"Hillsborough County",314119,1157849,5255570,1384064,1260158,653715,846834,834334,190485,43382,26074,6561,9963,"12-12057-20230809",32,8
"5348132","County","2023/08/10",12,"FL",12057,"Hillsborough County",289066,1182902,6423236,1761636,1541744,803791,1009104,1000435,213929,47912,29614,6284,8787,"12-12057-20230810",32,8
"5351420","County","2023/08/11",12,"FL",12057,"Hillsborough County",297614,1174354,5586965,1517927,1349178,688703,867479,864857,196234,52227,32014,8197,10149,"12-12057-20230811",32,8
"5354514","County","2023/08/12",12,"FL",12057,"Hillsborough County",326006,1145962,5724185,1533796,1379934,718345,894460,863910,214038,65287,37626,7937,8852,"12-12057-20230812",32,8
"5357556","County","2023/06/25",12,"FL",12057,"Hillsborough County",325176,1146792,5532046,1554954,1321489,673991,857144,773688,220498,69045,41713,10165,9359,"12-12057-20230625",26,6
"5362270","County","2023/06/26",12,"FL",12057,"Hillsborough County",308882,1163086,5973077,1700797,1394249,714866,924910,911492,220457,56817,33143,7578,8768,"12-12057-20230626",26,6
"5363790","County","2023/06/27",12,"FL",12057,"Hillsborough County",306202,1165766,6062316,1726706,1418096,729289,932204,940629,220010,51729,28237,6726,8690,"12-12057-20230627",26,6
"5368505","County","2023/06/28",12,"FL",12057,"Hillsborough County",305025,1166943,5783376,1639344,1348892,697586,901594,892158,211570,50099,26624,6722,8787,"12-12057-20230628",26,6
"5370079","County","2023/06/29",12,"FL",12057,"Hillsborough County",314049,1157919,5509165,1592212,1322668,663289,847529,806871,190256,46510,25442,6206,8182,"12-12057-20230629",26,6
"5374832","County","2023/06/30",12,"FL",12057,"Hillsborough County",297417,1174551,5476837,1522435,1250819,637962,848983,875020,228225,61181,35433,8225,8554,"12-12057-20230630",26,6
"5377922","County","2023/07/01",12,"FL",12057,"Hillsborough County",311142,1160826,5679632,1575845,1314973,692112,887892,846494,226272,69225,45201,11309,10309,"12-12057-20230701",26,7
"5382192","County","2023/08/20",12,"FL",12057,"Hillsborough County",341453,1130515,5713539,1575028,1382333,699948,876061,809451,232384,76473,42564,9279,10018,"12-12057-20230820",34,8
"5385378","County","2023/08/21",12,"FL",12057,"Hillsborough County",325432,1146536,6141290,1705047,1459261,739845,947270,944809,222869,65074,37260,9630,10225,"12-12057-20230821",34,8
"5388524","County","2023/08/22",12,"FL",12057,"Hillsborough County",301651,1170317,5918069,1671688,1395405,725225,927929,910088,200599,48795,26021,6213,6106,"12-12057-20230822",34,8
"5391628","County","2023/08/23",12,"FL",12057,"Hillsborough County",310745,1161223,5801924,1646199,1401183,708390,893337,874235,196271,45153,23476,6347,7333,"12-12057-20230823",34,8
"5394787","County","2023/08/24",12,"FL",12057,"Hillsborough County",304601,1167367,6254293,1727691,1496045,773823,983998,964816,209907,50903,30566,7550,8994,"12-12057-20230824",34,8
"5398101","County","2023/08/25",12,"FL",12057,"Hillsborough County",282437,1189531,6146733,1706668,1477465,762690,950041,928188,212999,55331,35657,9146,8548,"12-12057-20230825",34,8
"5401040","County","2023/08/26",12,"FL",12057,"Hillsborough County",317916,1154052,5773450,1543505,1368869,711330,890423,884961,239111,74065,43572,7926,9688,"12-12057-20230826",34,8
"5404021","County","2023/08/13",12,"FL",12057,"Hillsborough County",338033,1133935,5515319,1504039,1337958,678245,861375,788913,214717,70185,39653,8988,11246,"12-12057-20230813",33,8
"5407357","County","2023/08/14",12,"FL",12057,"Hillsborough County",317625,1154343,6188371,1746217,1511285,755531,953878,913464,202848,53259,32633,8553,10703,"12-12057-20230814",33,8
"5410485","County","2023/08/15",12,"FL",12057,"Hillsborough County",325233,1146735,6219013,1662636,1461338,780543,1030708,980659,212422,49224,28850,5869,6764,"12-12057-20230815",33,8
"5413647","County","2023/08/16",12,"FL",12057,"Hillsborough County",311244,1160724,5612066,1507705,1349357,700200,888067,889028,190705,44162,28248,7612,6982,"12-12057-20230816",33,8
"5416746","County","2023/08/17",12,"FL",12057,"Hillsborough County",302397,1169571,6463796,1788943,1532284,811280,956219,1048861,219854,52851,34379,8446,10679,"12-12057-20230817",33,8
"5419950","County","2023/08/18",12,"FL",12057,"Hillsborough County",313868,1158100,5872012,1620865,1432430,703306,938797,866679,199041,54229,37136,8840,10689,"12-12057-20230818",33,8
"5423085","County","2023/08/19",12,"FL",12057,"Hillsborough County",326748,1145220,6153694,1652771,1441056,761282,968846,941968,246768,78017,44645,8882,9459,"12-12057-20230819",33,8
"5426930","County","2023/09/03",12,"FL",12057,"Hillsborough County",341238,1130730,5629563,1517439,1357571,692859,882848,824133,222369,71802,41820,9572,9150,"12-12057-20230903",36,9
"5430069","County","2023/09/04",12,"FL",12057,"Hillsborough County",336646,1135322,5559944,1542803,1329959,679330,855273,839054,198347,57821,36918,9180,11259,"12-12057-20230904",36,9
"5433243","County","2023/09/05",12,"FL",12057,"Hillsborough County",294489,1177479,6463823,1819083,1535848,803210,1023781,982886,205011,49865,29132,6722,8285,"12-12057-20230905",36,9
"5436363","County","2023/09/06",12,"FL",12057,"Hillsborough County",289140,1182828,6988537,2020907,1653862,860148,1089523,1055601,220353,48279,25978,6572,7314,"12-12057-20230906",36,9
